N_vert: 1680
id x y type
0 6.722689270973206e-01 6.638655662536621e-01 1 0.000000000000000e+00
1 6.806722879409790e-01 6.638655662536621e-01 1 0.000000000000000e+00
2 6.890756487846375e-01 6.638655662536621e-01 1 0.000000000000000e+00
3 6.974790096282959e-01 6.638655662536621e-01 1 0.000000000000000e+00
4 7.058823704719543e-01 6.638655662536621e-01 1 0.000000000000000e+00
5 7.142857313156128e-01 6.638655662536621e-01 1 0.000000000000000e+00
6 7.226890921592712e-01 6.638655662536621e-01 1 0.000000000000000e+00
7 7.310924530029297e-01 6.638655662536621e-01 1 0.000000000000000e+00
8 7.394958138465881e-01 6.638655662536621e-01 1 0.000000000000000e+00
9 7.478991746902466e-01 6.638655662536621e-01 1 0.000000000000000e+00
10 7.563025355339050e-01 6.638655662536621e-01 1 0.000000000000000e+00
11 7.647058963775635e-01 6.638655662536621e-01 1 0.000000000000000e+00
12 7.731092572212219e-01 6.638655662536621e-01 1 0.000000000000000e+00
13 7.815126180648804e-01 6.638655662536621e-01 1 0.000000000000000e+00
14 7.899159789085388e-01 6.638655662536621e-01 1 0.000000000000000e+00
15 7.983193397521973e-01 6.638655662536621e-01 1 0.000000000000000e+00
16 8.067227005958557e-01 6.638655662536621e-01 1 0.000000000000000e+00
17 8.151260614395142e-01 6.638655662536621e-01 1 0.000000000000000e+00
18 8.235294222831726e-01 6.638655662536621e-01 1 0.000000000000000e+00
19 8.319327831268311e-01 6.638655662536621e-01 1 0.000000000000000e+00
20 8.403361439704895e-01 6.638655662536621e-01 1 0.000000000000000e+00
21 8.487395048141479e-01 6.638655662536621e-01 1 0.000000000000000e+00
22 8.571428656578064e-01 6.638655662536621e-01 1 0.000000000000000e+00
23 8.655462265014648e-01 6.638655662536621e-01 1 0.000000000000000e+00
24 8.739495873451233e-01 6.638655662536621e-01 1 0.000000000000000e+00
25 8.823529481887817e-01 6.638655662536621e-01 1 0.000000000000000e+00
26 8.907563090324402e-01 6.638655662536621e-01 1 0.000000000000000e+00
27 8.991596698760986e-01 6.638655662536621e-01 1 0.000000000000000e+00
28 9.075630307197571e-01 6.638655662536621e-01 1 0.000000000000000e+00
29 9.159663915634155e-01 6.638655662536621e-01 1 0.000000000000000e+00
30 9.243697524070740e-01 6.638655662536621e-01 1 0.000000000000000e+00
31 9.327731132507324e-01 6.638655662536621e-01 1 0.000000000000000e+00
32 9.411764740943909e-01 6.638655662536621e-01 1 0.000000000000000e+00
33 9.495798349380493e-01 6.638655662536621e-01 1 0.000000000000000e+00
34 9.579831957817078e-01 6.638655662536621e-01 1 0.000000000000000e+00
35 9.663865566253662e-01 6.638655662536621e-01 1 0.000000000000000e+00
36 9.747899174690247e-01 6.638655662536621e-01 1 0.000000000000000e+00
37 9.831932783126831e-01 6.638655662536621e-01 1 0.000000000000000e+00
38 9.915966391563416e-01 6.638655662536621e-01 1 0.000000000000000e+00
39 1.000000000000000e+00 6.638655662536621e-01 3 0.000000000000000e+00
40 6.638655662536621e-01 6.722689270973206e-01 1 0.000000000000000e+00
41 6.722689270973206e-01 6.722689270973206e-01 0 0.000000000000000e+00
42 6.806722879409790e-01 6.722689270973206e-01 0 0.000000000000000e+00
43 6.890756487846375e-01 6.722689270973206e-01 0 0.000000000000000e+00
44 6.974790096282959e-01 6.722689270973206e-01 0 0.000000000000000e+00
45 7.058823704719543e-01 6.722689270973206e-01 0 0.000000000000000e+00
46 7.142857313156128e-01 6.722689270973206e-01 0 0.000000000000000e+00
47 7.226890921592712e-01 6.722689270973206e-01 0 0.000000000000000e+00
48 7.310924530029297e-01 6.722689270973206e-01 0 0.000000000000000e+00
49 7.394958138465881e-01 6.722689270973206e-01 0 0.000000000000000e+00
50 7.478991746902466e-01 6.722689270973206e-01 0 0.000000000000000e+00
51 7.563025355339050e-01 6.722689270973206e-01 0 0.000000000000000e+00
52 7.647058963775635e-01 6.722689270973206e-01 0 0.000000000000000e+00
53 7.731092572212219e-01 6.722689270973206e-01 0 0.000000000000000e+00
54 7.815126180648804e-01 6.722689270973206e-01 0 0.000000000000000e+00
55 7.899159789085388e-01 6.722689270973206e-01 0 0.000000000000000e+00
56 7.983193397521973e-01 6.722689270973206e-01 0 0.000000000000000e+00
57 8.067227005958557e-01 6.722689270973206e-01 0 0.000000000000000e+00
58 8.151260614395142e-01 6.722689270973206e-01 0 0.000000000000000e+00
59 8.235294222831726e-01 6.722689270973206e-01 0 0.000000000000000e+00
60 8.319327831268311e-01 6.722689270973206e-01 0 0.000000000000000e+00
61 8.403361439704895e-01 6.722689270973206e-01 0 0.000000000000000e+00
62 8.487395048141479e-01 6.722689270973206e-01 0 0.000000000000000e+00
63 8.571428656578064e-01 6.722689270973206e-01 0 0.000000000000000e+00
64 8.655462265014648e-01 6.722689270973206e-01 0 0.000000000000000e+00
65 8.739495873451233e-01 6.722689270973206e-01 0 0.000000000000000e+00
66 8.823529481887817e-01 6.722689270973206e-01 0 0.000000000000000e+00
67 8.907563090324402e-01 6.722689270973206e-01 0 0.000000000000000e+00
68 8.991596698760986e-01 6.722689270973206e-01 0 0.000000000000000e+00
69 9.075630307197571e-01 6.722689270973206e-01 0 0.000000000000000e+00
70 9.159663915634155e-01 6.722689270973206e-01 0 0.000000000000000e+00
71 9.243697524070740e-01 6.722689270973206e-01 0 0.000000000000000e+00
72 9.327731132507324e-01 6.722689270973206e-01 0 0.000000000000000e+00
73 9.411764740943909e-01 6.722689270973206e-01 0 0.000000000000000e+00
74 9.495798349380493e-01 6.722689270973206e-01 0 0.000000000000000e+00
75 9.579831957817078e-01 6.722689270973206e-01 0 0.000000000000000e+00
76 9.663865566253662e-01 6.722689270973206e-01 0 0.000000000000000e+00
77 9.747899174690247e-01 6.722689270973206e-01 0 0.000000000000000e+00
78 9.831932783126831e-01 6.722689270973206e-01 0 0.000000000000000e+00
79 9.915966391563416e-01 6.722689270973206e-01 0 0.000000000000000e+00
80 1.000000000000000e+00 6.722689270973206e-01 2 0.000000000000000e+00
81 6.638655662536621e-01 6.806722879409790e-01 1 0.000000000000000e+00
82 6.722689270973206e-01 6.806722879409790e-01 0 0.000000000000000e+00
83 6.806722879409790e-01 6.806722879409790e-01 0 0.000000000000000e+00
84 6.890756487846375e-01 6.806722879409790e-01 0 0.000000000000000e+00
85 6.974790096282959e-01 6.806722879409790e-01 0 0.000000000000000e+00
86 7.058823704719543e-01 6.806722879409790e-01 0 0.000000000000000e+00
87 7.142857313156128e-01 6.806722879409790e-01 0 0.000000000000000e+00
88 7.226890921592712e-01 6.806722879409790e-01 0 0.000000000000000e+00
89 7.310924530029297e-01 6.806722879409790e-01 0 0.000000000000000e+00
90 7.394958138465881e-01 6.806722879409790e-01 0 0.000000000000000e+00
91 7.478991746902466e-01 6.806722879409790e-01 0 0.000000000000000e+00
92 7.563025355339050e-01 6.806722879409790e-01 0 0.000000000000000e+00
93 7.647058963775635e-01 6.806722879409790e-01 0 0.000000000000000e+00
